K,slate_type,spillover_config,condition,trial,gap_fraction,G_achieved,G_random,G_oracle
30,random,centrist,C_PP,1,0.437290,0.929191,0.829481,1.057498
30,random,centrist,D,1,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,2,0.000000,0.818832,0.829481,1.057498
30,random,centrist,A,2,0.000000,0.808838,0.829481,1.057498
30,random,centrist,C_CN,2,0.272583,0.891635,0.829481,1.057498
30,random,centrist,C_PP,2,0.272583,0.891635,0.829481,1.057498
30,random,centrist,D,2,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,3,0.000000,0.810985,0.829481,1.057498
30,random,centrist,A,3,0.262673,0.889375,0.829481,1.057498
30,random,centrist,C_CN,3,0.275663,0.892337,0.829481,1.057498
30,random,centrist,C_PP,3,0.262673,0.889375,0.829481,1.057498
30,random,centrist,D,3,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,4,0.086341,0.849168,0.829481,1.057498
30,random,centrist,A,4,0.311684,0.900550,0.829481,1.057498
30,random,centrist,C_CN,4,0.334036,0.905647,0.829481,1.057498
30,random,centrist,C_PP,4,0.244612,0.885257,0.829481,1.057498
30,random,centrist,D,4,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,5,0.098263,0.851887,0.829481,1.057498
30,random,centrist,A,5,0.385062,0.917282,0.829481,1.057498
30,random,centrist,C_CN,5,0.449391,0.931950,0.829481,1.057498
30,random,centrist,C_PP,5,0.487518,0.940644,0.829481,1.057498
30,random,centrist,D,5,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,6,0.213075,0.878066,0.829481,1.057498
30,random,centrist,A,6,0.116938,0.856145,0.829481,1.057498
30,random,centrist,C_CN,6,0.255780,0.887803,0.829481,1.057498
30,random,centrist,C_PP,6,0.255780,0.887803,0.829481,1.057498
30,random,centrist,D,6,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,7,0.028550,0.835991,0.829481,1.057498
30,random,centrist,A,7,0.151393,0.864001,0.829481,1.057498
30,random,centrist,C_CN,7,0.261932,0.889206,0.829481,1.057498
30,random,centrist,C_PP,7,0.261932,0.889206,0.829481,1.057498
30,random,centrist,D,7,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,8,0.169513,0.868133,0.829481,1.057498
30,random,centrist,A,8,0.278531,0.892991,0.829481,1.057498
30,random,centrist,C_CN,8,0.278531,0.892991,0.829481,1.057498
30,random,centrist,C_PP,8,0.278531,0.892991,0.829481,1.057498
30,random,centrist,D,8,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,9,0.007059,0.831091,0.829481,1.057498
30,random,centrist,A,9,0.134327,0.860110,0.829481,1.057498
30,random,centrist,C_CN,9,0.218090,0.879209,0.829481,1.057498
30,random,centrist,C_PP,9,0.218090,0.879209,0.829481,1.057498
30,random,centrist,D,9,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,10,0.000000,0.778604,0.829481,1.057498
30,random,centrist,A,10,0.399032,0.920467,0.829481,1.057498
30,random,centrist,C_CN,10,0.582696,0.962346,0.829481,1.057498
30,random,centrist,C_PP,10,0.582696,0.962346,0.829481,1.057498
30,random,centrist,D,10,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,11,0.000000,0.824765,0.829481,1.057498
30,random,centrist,A,11,0.079495,0.847607,0.829481,1.057498
30,random,centrist,C_CN,11,0.114971,0.855696,0.829481,1.057498
30,random,centrist,C_PP,11,0.084559,0.848762,0.829481,1.057498
30,random,centrist,D,11,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,12,0.000000,0.825783,0.829481,1.057498
30,random,centrist,A,12,0.355619,0.910568,0.829481,1.057498
30,random,centrist,C_CN,12,0.342885,0.907665,0.829481,1.057498
30,random,centrist,C_PP,12,0.355619,0.910568,0.829481,1.057498
30,random,centrist,D,12,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,13,0.143281,0.862152,0.829481,1.057498
30,random,centrist,A,13,0.327872,0.904242,0.829481,1.057498
30,random,centrist,C_CN,13,0.302087,0.898362,0.829481,1.057498
30,random,centrist,C_PP,13,0.302087,0.898362,0.829481,1.057498
30,random,centrist,D,13,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,14,0.000000,0.789226,0.829481,1.057498
30,random,centrist,A,14,0.000000,0.828254,0.829481,1.057498
30,random,centrist,C_CN,14,0.220770,0.879820,0.829481,1.057498
30,random,centrist,C_PP,14,0.220770,0.879820,0.829481,1.057498
30,random,centrist,D,14,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,15,0.000000,0.766599,0.829481,1.057498
30,random,centrist,A,15,0.578602,0.961412,0.829481,1.057498
30,random,centrist,C_CN,15,0.578602,0.961412,0.829481,1.057498
30,random,centrist,C_PP,15,0.578602,0.961412,0.829481,1.057498
30,random,centrist,D,15,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,16,0.000000,0.743431,0.829481,1.057498
30,random,centrist,A,16,0.287220,0.894972,0.829481,1.057498
30,random,centrist,C_CN,16,0.251011,0.886716,0.829481,1.057498
30,random,centrist,C_PP,16,0.251011,0.886716,0.829481,1.057498
30,random,centrist,D,16,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,17,0.036669,0.837842,0.829481,1.057498
30,random,centrist,A,17,0.274301,0.892026,0.829481,1.057498
30,random,centrist,C_CN,17,0.274301,0.892026,0.829481,1.057498
30,random,centrist,C_PP,17,0.274301,0.892026,0.829481,1.057498
30,random,centrist,D,17,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,18,0.020461,0.834146,0.829481,1.057498
30,random,centrist,A,18,0.365640,0.912853,0.829481,1.057498
30,random,centrist,C_CN,18,0.365640,0.912853,0.829481,1.057498
30,random,centrist,C_PP,18,0.365640,0.912853,0.829481,1.057498
30,random,centrist,D,18,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,19,0.119425,0.856712,0.829481,1.057498
30,random,centrist,A,19,0.296841,0.897166,0.829481,1.057498
30,random,centrist,C_CN,19,0.296841,0.897166,0.829481,1.057498
30,random,centrist,C_PP,19,0.296841,0.897166,0.829481,1.057498
30,random,centrist,D,19,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,20,0.046880,0.840170,0.829481,1.057498
30,random,centrist,A,20,0.046880,0.840170,0.829481,1.057498
30,random,centrist,C_CN,20,0.403299,0.921440,0.829481,1.057498
30,random,centrist,C_PP,20,0.249073,0.886274,0.829481,1.057498
30,random,centrist,D,20,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,21,0.248513,0.886146,0.829481,1.057498
30,random,centrist,A,21,0.278657,0.893020,0.829481,1.057498
30,random,centrist,C_CN,21,0.213208,0.878096,0.829481,1.057498
30,random,centrist,C_PP,21,0.153825,0.864556,0.829481,1.057498
30,random,centrist,D,21,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,22,0.000000,0.819776,0.829481,1.057498
30,random,centrist,A,22,0.320611,0.902586,0.829481,1.057498
30,random,centrist,C_CN,22,0.208643,0.877055,0.829481,1.057498
30,random,centrist,C_PP,22,0.208643,0.877055,0.829481,1.057498
30,random,centrist,D,22,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,23,0.046438,0.840070,0.829481,1.057498
30,random,centrist,A,23,0.461777,0.934774,0.829481,1.057498
30,random,centrist,C_CN,23,0.461777,0.934774,0.829481,1.057498
30,random,centrist,C_PP,23,0.461777,0.934774,0.829481,1.057498
30,random,centrist,D,23,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,24,0.149225,0.863507,0.829481,1.057498
30,random,centrist,A,24,0.086968,0.849311,0.829481,1.057498
30,random,centrist,C_CN,24,0.455207,0.933276,0.829481,1.057498
30,random,centrist,C_PP,24,0.247537,0.885924,0.829481,1.057498
30,random,centrist,D,24,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,25,0.127632,0.858583,0.829481,1.057498
30,random,centrist,A,25,0.600903,0.966497,0.829481,1.057498
30,random,centrist,C_CN,25,0.600903,0.966497,0.829481,1.057498
30,random,centrist,C_PP,25,0.600903,0.966497,0.829481,1.057498
30,random,centrist,D,25,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,26,0.000000,0.825994,0.829481,1.057498
30,random,centrist,A,26,0.189977,0.872799,0.829481,1.057498
30,random,centrist,C_CN,26,0.343210,0.907739,0.829481,1.057498
30,random,centrist,C_PP,26,0.343210,0.907739,0.829481,1.057498
30,random,centrist,D,26,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,27,0.000000,0.823310,0.829481,1.057498
30,random,centrist,A,27,0.344553,0.908045,0.829481,1.057498
30,random,centrist,C_CN,27,0.344553,0.908045,0.829481,1.057498
30,random,centrist,C_PP,27,0.344553,0.908045,0.829481,1.057498
30,random,centrist,D,27,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,28,0.010957,0.831979,0.829481,1.057498
30,random,centrist,A,28,0.000000,0.826508,0.829481,1.057498
30,random,centrist,C_CN,28,0.216846,0.878926,0.829481,1.057498
30,random,centrist,C_PP,28,0.116662,0.856082,0.829481,1.057498
30,random,centrist,D,28,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,29,0.027373,0.835723,0.829481,1.057498
30,random,centrist,A,29,0.144701,0.862475,0.829481,1.057498
30,random,centrist,C_CN,29,0.465219,0.935559,0.829481,1.057498
30,random,centrist,C_PP,29,0.265823,0.890093,0.829481,1.057498
30,random,centrist,D,29,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,30,0.175513,0.869501,0.829481,1.057498
30,random,centrist,A,30,0.112617,0.855160,0.829481,1.057498
30,random,centrist,C_CN,30,0.490638,0.941355,0.829481,1.057498
30,random,centrist,C_PP,30,0.175513,0.869501,0.829481,1.057498
30,random,centrist,D,30,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,31,0.000000,0.808511,0.829481,1.057498
30,random,centrist,A,31,0.296498,0.897088,0.829481,1.057498
30,random,centrist,C_CN,31,0.296498,0.897088,0.829481,1.057498
30,random,centrist,C_PP,31,0.296498,0.897088,0.829481,1.057498
30,random,centrist,D,31,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,32,0.000000,0.765237,0.829481,1.057498
30,random,centrist,A,32,0.251114,0.886739,0.829481,1.057498
30,random,centrist,C_CN,32,0.493420,0.941989,0.829481,1.057498
30,random,centrist,C_PP,32,0.493420,0.941989,0.829481,1.057498
30,random,centrist,D,32,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,33,0.000000,0.814801,0.829481,1.057498
30,random,centrist,A,33,0.127116,0.858466,0.829481,1.057498
30,random,centrist,C_CN,33,0.389809,0.918364,0.829481,1.057498
30,random,centrist,C_PP,33,0.389809,0.918364,0.829481,1.057498
30,random,centrist,D,33,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,34,0.112859,0.855215,0.829481,1.057498
30,random,centrist,A,34,0.727907,0.995457,0.829481,1.057498
30,random,centrist,C_CN,34,0.386697,0.917655,0.829481,1.057498
30,random,centrist,C_PP,34,0.386697,0.917655,0.829481,1.057498
30,random,centrist,D,34,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,35,0.000000,0.768347,0.829481,1.057498
30,random,centrist,A,35,0.563951,0.958072,0.829481,1.057498
30,random,centrist,C_CN,35,0.563951,0.958072,0.829481,1.057498
30,random,centrist,C_PP,35,0.563951,0.958072,0.829481,1.057498
30,random,centrist,D,35,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,36,0.094815,0.851100,0.829481,1.057498
30,random,centrist,A,36,0.207544,0.876805,0.829481,1.057498
30,random,centrist,C_CN,36,0.486410,0.940391,0.829481,1.057498
30,random,centrist,C_PP,36,0.486410,0.940391,0.829481,1.057498
30,random,centrist,D,36,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,37,0.238680,0.883904,0.829481,1.057498
30,random,centrist,A,37,0.238680,0.883904,0.829481,1.057498
30,random,centrist,C_CN,37,0.262048,0.889233,0.829481,1.057498
30,random,centrist,C_PP,37,0.149303,0.863525,0.829481,1.057498
30,random,centrist,D,37,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,38,0.000000,0.824523,0.829481,1.057498
30,random,centrist,A,38,0.339706,0.906940,0.829481,1.057498
30,random,centrist,C_CN,38,0.548974,0.954657,0.829481,1.057498
30,random,centrist,C_PP,38,0.548974,0.954657,0.829481,1.057498
30,random,centrist,D,38,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,39,0.072329,0.845973,0.829481,1.057498
30,random,centrist,A,39,0.306962,0.899474,0.829481,1.057498
30,random,centrist,C_CN,39,0.276884,0.892615,0.829481,1.057498
30,random,centrist,C_PP,39,0.276884,0.892615,0.829481,1.057498
30,random,centrist,D,39,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,40,0.000000,0.826578,0.829481,1.057498
30,random,centrist,A,40,0.296053,0.896986,0.829481,1.057498
30,random,centrist,C_CN,40,0.296053,0.896986,0.829481,1.057498
30,random,centrist,C_PP,40,0.236959,0.883512,0.829481,1.057498
30,random,centrist,D,40,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,41,0.148220,0.863278,0.829481,1.057498
30,random,centrist,A,41,0.000000,0.826731,0.829481,1.057498
30,random,centrist,C_CN,41,0.307211,0.899530,0.829481,1.057498
30,random,centrist,C_PP,41,0.307211,0.899530,0.829481,1.057498
30,random,centrist,D,41,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,42,0.000000,0.792310,0.829481,1.057498
30,random,centrist,A,42,0.679715,0.984468,0.829481,1.057498
30,random,centrist,C_CN,42,0.679715,0.984468,0.829481,1.057498
30,random,centrist,C_PP,42,0.679715,0.984468,0.829481,1.057498
30,random,centrist,D,42,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,43,0.000000,0.792864,0.829481,1.057498
30,random,centrist,A,43,0.308750,0.899881,0.829481,1.057498
30,random,centrist,C_CN,43,0.565461,0.958416,0.829481,1.057498
30,random,centrist,C_PP,43,0.565461,0.958416,0.829481,1.057498
30,random,centrist,D,43,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,44,0.186791,0.872073,0.829481,1.057498
30,random,centrist,A,44,0.000000,0.764532,0.829481,1.057498
30,random,centrist,C_CN,44,0.349538,0.909182,0.829481,1.057498
30,random,centrist,C_PP,44,0.349538,0.909182,0.829481,1.057498
30,random,centrist,D,44,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,45,0.000000,0.772328,0.829481,1.057498
30,random,centrist,A,45,0.173406,0.869021,0.829481,1.057498
30,random,centrist,C_CN,45,0.373777,0.914709,0.829481,1.057498
30,random,centrist,C_PP,45,0.373777,0.914709,0.829481,1.057498
30,random,centrist,D,45,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,46,0.266755,0.890306,0.829481,1.057498
30,random,centrist,A,46,0.334584,0.905772,0.829481,1.057498
30,random,centrist,C_CN,46,0.334584,0.905772,0.829481,1.057498
30,random,centrist,C_PP,46,0.334584,0.905772,0.829481,1.057498
30,random,centrist,D,46,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,47,0.000000,0.765536,0.829481,1.057498
30,random,centrist,A,47,0.140526,0.861523,0.829481,1.057498
30,random,centrist,C_CN,47,0.140526,0.861523,0.829481,1.057498
30,random,centrist,C_PP,47,0.000000,0.822205,0.829481,1.057498
30,random,centrist,D,47,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,48,0.000000,0.826112,0.829481,1.057498
30,random,centrist,A,48,0.261575,0.889125,0.829481,1.057498
30,random,centrist,C_CN,48,0.219549,0.879542,0.829481,1.057498
30,random,centrist,C_PP,48,0.219549,0.879542,0.829481,1.057498
30,random,centrist,D,48,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,49,0.271151,0.891308,0.829481,1.057498
30,random,centrist,A,49,0.083651,0.848555,0.829481,1.057498
30,random,centrist,C_CN,49,0.296566,0.897103,0.829481,1.057498
30,random,centrist,C_PP,49,0.294828,0.896707,0.829481,1.057498
30,random,centrist,D,49,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,50,0.000000,0.797481,0.829481,1.057498
30,random,centrist,A,50,0.016082,0.833148,0.829481,1.057498
30,random,centrist,C_CN,50,0.185377,0.871750,0.829481,1.057498
30,random,centrist,C_PP,50,0.185377,0.871750,0.829481,1.057498
30,random,centrist,D,50,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,51,0.000000,0.816606,0.829481,1.057498
30,random,centrist,A,51,0.233355,0.882690,0.829481,1.057498
30,random,centrist,C_CN,51,0.233355,0.882690,0.829481,1.057498
30,random,centrist,C_PP,51,0.233355,0.882690,0.829481,1.057498
30,random,centrist,D,51,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,52,0.041786,0.839009,0.829481,1.057498
30,random,centrist,A,52,0.185236,0.871718,0.829481,1.057498
30,random,centrist,C_CN,52,0.132035,0.859587,0.829481,1.057498
30,random,centrist,C_PP,52,0.225792,0.880966,0.829481,1.057498
30,random,centrist,D,52,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,53,0.000000,0.800073,0.829481,1.057498
30,random,centrist,A,53,0.587768,0.963502,0.829481,1.057498
30,random,centrist,C_CN,53,0.424494,0.926273,0.829481,1.057498
30,random,centrist,C_PP,53,0.250633,0.886630,0.829481,1.057498
30,random,centrist,D,53,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,54,0.151135,0.863942,0.829481,1.057498
30,random,centrist,A,54,0.164154,0.866911,0.829481,1.057498
30,random,centrist,C_CN,54,0.211337,0.877670,0.829481,1.057498
30,random,centrist,C_PP,54,0.211337,0.877670,0.829481,1.057498
30,random,centrist,D,54,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,55,0.000000,0.793745,0.829481,1.057498
30,random,centrist,A,55,0.153142,0.864400,0.829481,1.057498
30,random,centrist,C_CN,55,0.322572,0.903033,0.829481,1.057498
30,random,centrist,C_PP,55,0.322572,0.903033,0.829481,1.057498
30,random,centrist,D,55,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,56,0.000000,0.823880,0.829481,1.057498
30,random,centrist,A,56,0.241105,0.884457,0.829481,1.057498
30,random,centrist,C_CN,56,0.142382,0.861946,0.829481,1.057498
30,random,centrist,C_PP,56,0.142382,0.861946,0.829481,1.057498
30,random,centrist,D,56,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,57,0.000000,0.827442,0.829481,1.057498
30,random,centrist,A,57,0.191052,0.873044,0.829481,1.057498
30,random,centrist,C_CN,57,0.185756,0.871837,0.829481,1.057498
30,random,centrist,C_PP,57,0.185756,0.871837,0.829481,1.057498
30,random,centrist,D,57,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,58,0.000000,0.748263,0.829481,1.057498
30,random,centrist,A,58,0.382656,0.916733,0.829481,1.057498
30,random,centrist,C_CN,58,0.382656,0.916733,0.829481,1.057498
30,random,centrist,C_PP,58,0.382656,0.916733,0.829481,1.057498
30,random,centrist,D,58,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,59,0.045698,0.839901,0.829481,1.057498
30,random,centrist,A,59,0.483412,0.939707,0.829481,1.057498
30,random,centrist,C_CN,59,0.483412,0.939707,0.829481,1.057498
30,random,centrist,C_PP,59,0.483412,0.939707,0.829481,1.057498
30,random,centrist,D,59,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,60,0.000000,0.801050,0.829481,1.057498
30,random,centrist,A,60,0.482439,0.939485,0.829481,1.057498
30,random,centrist,C_CN,60,0.264348,0.889757,0.829481,1.057498
30,random,centrist,C_PP,60,0.482439,0.939485,0.829481,1.057498
30,random,centrist,D,60,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,61,0.110366,0.854646,0.829481,1.057498
30,random,centrist,A,61,0.366907,0.913142,0.829481,1.057498
30,random,centrist,C_CN,61,0.366907,0.913142,0.829481,1.057498
30,random,centrist,C_PP,61,0.366907,0.913142,0.829481,1.057498
30,random,centrist,D,61,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,62,0.005739,0.830790,0.829481,1.057498
30,random,centrist,A,62,0.131545,0.859476,0.829481,1.057498
30,random,centrist,C_CN,62,0.181858,0.870948,0.829481,1.057498
30,random,centrist,C_PP,62,0.141618,0.861772,0.829481,1.057498
30,random,centrist,D,62,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,63,0.504169,0.944440,0.829481,1.057498
30,random,centrist,A,63,0.504169,0.944440,0.829481,1.057498
30,random,centrist,C_CN,63,0.504169,0.944440,0.829481,1.057498
30,random,centrist,C_PP,63,0.504169,0.944440,0.829481,1.057498
30,random,centrist,D,63,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,64,0.163924,0.866859,0.829481,1.057498
30,random,centrist,A,64,0.201444,0.875414,0.829481,1.057498
30,random,centrist,C_CN,64,0.232556,0.882508,0.829481,1.057498
30,random,centrist,C_PP,64,0.232556,0.882508,0.829481,1.057498
30,random,centrist,D,64,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,65,0.000000,0.796347,0.829481,1.057498
30,random,centrist,A,65,0.339510,0.906895,0.829481,1.057498
30,random,centrist,C_CN,65,0.339510,0.906895,0.829481,1.057498
30,random,centrist,C_PP,65,0.211892,0.877796,0.829481,1.057498
30,random,centrist,D,65,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,66,0.000000,0.787269,0.829481,1.057498
30,random,centrist,A,66,0.272309,0.891572,0.829481,1.057498
30,random,centrist,C_CN,66,0.664436,0.980984,0.829481,1.057498
30,random,centrist,C_PP,66,0.464594,0.935417,0.829481,1.057498
30,random,centrist,D,66,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,67,0.267143,0.890394,0.829481,1.057498
30,random,centrist,A,67,0.109201,0.854381,0.829481,1.057498
30,random,centrist,C_CN,67,0.118520,0.856506,0.829481,1.057498
30,random,centrist,C_PP,67,0.118520,0.856506,0.829481,1.057498
30,random,centrist,D,67,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,68,0.353589,0.910105,0.829481,1.057498
30,random,centrist,A,68,0.067725,0.844923,0.829481,1.057498
30,random,centrist,C_CN,68,0.299558,0.897785,0.829481,1.057498
30,random,centrist,C_PP,68,0.299558,0.897785,0.829481,1.057498
30,random,centrist,D,68,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,69,0.000000,0.809641,0.829481,1.057498
30,random,centrist,A,69,0.574395,0.960453,0.829481,1.057498
30,random,centrist,C_CN,69,0.574395,0.960453,0.829481,1.057498
30,random,centrist,C_PP,69,0.574395,0.960453,0.829481,1.057498
30,random,centrist,D,69,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,70,0.202248,0.875597,0.829481,1.057498
30,random,centrist,A,70,0.522442,0.948607,0.829481,1.057498
30,random,centrist,C_CN,70,0.522442,0.948607,0.829481,1.057498
30,random,centrist,C_PP,70,0.522442,0.948607,0.829481,1.057498
30,random,centrist,D,70,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,71,0.192615,0.873401,0.829481,1.057498
30,random,centrist,A,71,0.085508,0.848978,0.829481,1.057498
30,random,centrist,C_CN,71,0.190854,0.872999,0.829481,1.057498
30,random,centrist,C_PP,71,0.151948,0.864128,0.829481,1.057498
30,random,centrist,D,71,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,72,0.000000,0.814092,0.829481,1.057498
30,random,centrist,A,72,0.312446,0.900724,0.829481,1.057498
30,random,centrist,C_CN,72,0.312446,0.900724,0.829481,1.057498
30,random,centrist,C_PP,72,0.312446,0.900724,0.829481,1.057498
30,random,centrist,D,72,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,73,0.000000,0.767750,0.829481,1.057498
30,random,centrist,A,73,0.357849,0.911077,0.829481,1.057498
30,random,centrist,C_CN,73,0.357849,0.911077,0.829481,1.057498
30,random,centrist,C_PP,73,0.357849,0.911077,0.829481,1.057498
30,random,centrist,D,73,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,74,0.000000,0.783170,0.829481,1.057498
30,random,centrist,A,74,0.034846,0.837427,0.829481,1.057498
30,random,centrist,C_CN,74,0.255832,0.887815,0.829481,1.057498
30,random,centrist,C_PP,74,0.255832,0.887815,0.829481,1.057498
30,random,centrist,D,74,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,75,0.078768,0.847441,0.829481,1.057498
30,random,centrist,A,75,0.401682,0.921071,0.829481,1.057498
30,random,centrist,C_CN,75,0.304650,0.898947,0.829481,1.057498
30,random,centrist,C_PP,75,0.304650,0.898947,0.829481,1.057498
30,random,centrist,D,75,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,76,0.000000,0.786531,0.829481,1.057498
30,random,centrist,A,76,0.323864,0.903328,0.829481,1.057498
30,random,centrist,C_CN,76,0.325163,0.903624,0.829481,1.057498
30,random,centrist,C_PP,76,0.325163,0.903624,0.829481,1.057498
30,random,centrist,D,76,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,77,0.000000,0.788760,0.829481,1.057498
30,random,centrist,A,77,0.298746,0.897600,0.829481,1.057498
30,random,centrist,C_CN,77,0.298746,0.897600,0.829481,1.057498
30,random,centrist,C_PP,77,0.298746,0.897600,0.829481,1.057498
30,random,centrist,D,77,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,78,0.155090,0.864844,0.829481,1.057498
30,random,centrist,A,78,0.258310,0.888380,0.829481,1.057498
30,random,centrist,C_CN,78,0.258310,0.888380,0.829481,1.057498
30,random,centrist,C_PP,78,0.258310,0.888380,0.829481,1.057498
30,random,centrist,D,78,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,79,0.226311,0.881084,0.829481,1.057498
30,random,centrist,A,79,0.127635,0.858584,0.829481,1.057498
30,random,centrist,C_CN,79,0.185769,0.871839,0.829481,1.057498
30,random,centrist,C_PP,79,0.185769,0.871839,0.829481,1.057498
30,random,centrist,D,79,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,80,0.000000,0.777711,0.829481,1.057498
30,random,centrist,A,80,0.178857,0.870263,0.829481,1.057498
30,random,centrist,C_CN,80,0.273313,0.891801,0.829481,1.057498
30,random,centrist,C_PP,80,0.273313,0.891801,0.829481,1.057498
30,random,centrist,D,80,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,81,0.251732,0.886880,0.829481,1.057498
30,random,centrist,A,81,0.386524,0.917615,0.829481,1.057498
30,random,centrist,C_CN,81,0.386524,0.917615,0.829481,1.057498
30,random,centrist,C_PP,81,0.490754,0.941382,0.829481,1.057498
30,random,centrist,D,81,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,82,0.263395,0.889540,0.829481,1.057498
30,random,centrist,A,82,0.263395,0.889540,0.829481,1.057498
30,random,centrist,C_CN,82,0.412233,0.923477,0.829481,1.057498
30,random,centrist,C_PP,82,0.150054,0.863696,0.829481,1.057498
30,random,centrist,D,82,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,83,0.000000,0.734623,0.829481,1.057498
30,random,centrist,A,83,0.586873,0.963298,0.829481,1.057498
30,random,centrist,C_CN,83,0.586873,0.963298,0.829481,1.057498
30,random,centrist,C_PP,83,0.278356,0.892951,0.829481,1.057498
30,random,centrist,D,83,1.000000,1.057498,0.829481,1.057498
30,random,centrist,Z,84,0.275230,0.892238,0.829481,1.057498
30,random,centrist,A,84,0.288333,0.895226,0.829481,1.057498
30,random,centrist,C_CN,84,0.256955,0.888071,0.829481,1.057498
30,random,centrist,C_PP,84,0.511778,0.946175,0.829481,1.057498
30,random,centrist,D,84,1.000000,1.057498,0.829481,1.057498
