spillover_config,condition,trial,gap_fraction,G_achieved,G_random,G_oracle
off_axis,C_PP,25,0.821324,0.945229,0.825029,0.971378
off_axis,D,25,1.000000,0.971378,0.825029,0.971378
off_axis,Z,26,0.000000,0.720925,0.825029,0.971378
off_axis,A,26,0.821324,0.945229,0.825029,0.971378
off_axis,C_CN,26,0.821324,0.945229,0.825029,0.971378
off_axis,C_PP,26,0.821324,0.945229,0.825029,0.971378
off_axis,D,26,1.000000,0.971378,0.825029,0.971378
off_axis,Z,27,0.306473,0.869881,0.825029,0.971378
off_axis,A,27,0.821324,0.945229,0.825029,0.971378
off_axis,C_CN,27,0.821324,0.945229,0.825029,0.971378
off_axis,C_PP,27,0.821324,0.945229,0.825029,0.971378
off_axis,D,27,1.000000,0.971378,0.825029,0.971378
off_axis,Z,28,0.397210,0.883161,0.825029,0.971378
off_axis,A,28,0.821324,0.945229,0.825029,0.971378
off_axis,C_CN,28,0.821324,0.945229,0.825029,0.971378
off_axis,C_PP,28,0.821324,0.945229,0.825029,0.971378
off_axis,D,28,1.000000,0.971378,0.825029,0.971378
off_axis,Z,29,0.000000,0.720925,0.825029,0.971378
off_axis,A,29,0.821324,0.945229,0.825029,0.971378
off_axis,C_CN,29,0.821324,0.945229,0.825029,0.971378
off_axis,C_PP,29,0.821324,0.945229,0.825029,0.971378
off_axis,D,29,1.000000,0.971378,0.825029,0.971378
off_axis,Z,30,0.306473,0.869881,0.825029,0.971378
off_axis,A,30,0.821324,0.945229,0.825029,0.971378
off_axis,C_CN,30,0.821324,0.945229,0.825029,0.971378
off_axis,C_PP,30,0.821324,0.945229,0.825029,0.971378
off_axis,D,30,1.000000,0.971378,0.825029,0.971378
off_axis,Z,31,0.142880,0.845940,0.825029,0.971378
off_axis,A,31,0.821324,0.945229,0.825029,0.971378
off_axis,C_CN,31,0.821324,0.945229,0.825029,0.971378
off_axis,C_PP,31,0.821324,0.945229,0.825029,0.971378
off_axis,D,31,1.000000,0.971378,0.825029,0.971378
off_axis,Z,32,0.306473,0.869881,0.825029,0.971378
off_axis,A,32,0.821324,0.945229,0.825029,0.971378
off_axis,C_CN,32,0.821324,0.945229,0.825029,0.971378
off_axis,C_PP,32,0.821324,0.945229,0.825029,0.971378
off_axis,D,32,1.000000,0.971378,0.825029,0.971378
off_axis,Z,33,0.000000,0.817102,0.825029,0.971378
off_axis,A,33,0.821324,0.945229,0.825029,0.971378
off_axis,C_CN,33,0.821324,0.945229,0.825029,0.971378
off_axis,C_PP,33,0.821324,0.945229,0.825029,0.971378
off_axis,D,33,1.000000,0.971378,0.825029,0.971378
off_axis,Z,34,0.000000,0.720925,0.825029,0.971378
off_axis,A,34,0.821324,0.945229,0.825029,0.971378
off_axis,C_CN,34,0.821324,0.945229,0.825029,0.971378
off_axis,C_PP,34,0.821324,0.945229,0.825029,0.971378
