spillover_config,condition,trial,gap_fraction,G_achieved,G_random,G_oracle
centrist,Z,35,0.042673,0.849617,0.840460,1.055062
centrist,A,35,0.522725,0.952638,0.840460,1.055062
centrist,C_CN,35,0.522725,0.952638,0.840460,1.055062
centrist,C_PP,35,0.522725,0.952638,0.840460,1.055062
centrist,D,35,1.000000,1.055062,0.840460,1.055062
centrist,Z,36,0.192694,0.881812,0.840460,1.055062
centrist,A,36,0.492378,0.946125,0.840460,1.055062
centrist,C_CN,36,0.492378,0.946125,0.840460,1.055062
centrist,C_PP,36,0.492378,0.946125,0.840460,1.055062
centrist,D,36,1.000000,1.055062,0.840460,1.055062
centrist,Z,37,-0.144541,0.809441,0.840460,1.055062
centrist,A,37,0.056846,0.852659,0.840460,1.055062
centrist,C_CN,37,0.056846,0.852659,0.840460,1.055062
centrist,C_PP,37,0.056846,0.852659,0.840460,1.055062
centrist,D,37,1.000000,1.055062,0.840460,1.055062
centrist,Z,38,0.301382,0.905137,0.840460,1.055062
centrist,A,38,0.369562,0.919769,0.840460,1.055062
centrist,C_CN,38,0.369562,0.919769,0.840460,1.055062
centrist,C_PP,38,0.369562,0.919769,0.840460,1.055062
centrist,D,38,1.000000,1.055062,0.840460,1.055062
centrist,Z,39,0.182594,0.879645,0.840460,1.055062
centrist,A,39,0.182594,0.879645,0.840460,1.055062
centrist,C_CN,39,0.137789,0.870029,0.840460,1.055062
centrist,C_PP,39,0.137789,0.870029,0.840460,1.055062
centrist,D,39,1.000000,1.055062,0.840460,1.055062
centrist,Z,40,0.085590,0.858827,0.840460,1.055062
centrist,A,40,0.353392,0.916298,0.840460,1.055062
centrist,C_CN,40,0.353392,0.916298,0.840460,1.055062
centrist,C_PP,40,0.353392,0.916298,0.840460,1.055062
centrist,D,40,1.000000,1.055062,0.840460,1.055062
centrist,Z,41,0.149844,0.872617,0.840460,1.055062
centrist,A,41,0.107101,0.863444,0.840460,1.055062
centrist,C_CN,41,0.149844,0.872617,0.840460,1.055062
centrist,C_PP,41,0.149844,0.872617,0.840460,1.055062
centrist,D,41,1.000000,1.055062,0.840460,1.055062
centrist,Z,42,-0.193929,0.798842,0.840460,1.055062
centrist,A,42,0.141200,0.870761,0.840460,1.055062
centrist,C_CN,42,0.141200,0.870761,0.840460,1.055062
centrist,C_PP,42,0.141200,0.870761,0.840460,1.055062
centrist,D,42,1.000000,1.055062,0.840460,1.055062
centrist,Z,43,0.170694,0.877091,0.840460,1.055062
centrist,A,43,-0.075458,0.824266,0.840460,1.055062
centrist,C_CN,43,0.170694,0.877091,0.840460,1.055062
centrist,C_PP,43,-0.096217,0.819811,0.840460,1.055062
