sha,files,py_files,test_files,py_loc,a_added,a_deleted,a_py_added,a_py_deleted,a_py_ins,a_py_del
34cbe19bd6a92ada28bee2148dbe8173e473e9a4,36,19,5,3718,0,0,0,0,0,0
34461b341a3ef6d5dddf22778cae57f429c99c7b,36,19,5,3718,0,0,0,0,1,1
930b72da57b0a7f0cf2706ffd3c0bb130dc49fd7,36,19,5,3751,0,0,0,0,58,25
b6562b16931bfbe8ec34995b54d1626eece27fb7,36,19,5,3751,0,0,0,0,1,1
000288b33ab3c05d344d2f238bb51398d2fc141c,36,19,5,3854,0,0,0,0,133,30
f270ee05b52e528d834fb62fa24d32de3db90c29,36,19,5,3854,0,0,0,0,3,3
42e5eb3d42c499a2f85462d3961e3da3c378f529,36,19,5,3854,0,0,0,0,0,0
51ec5fb1b4c612c48a503de8077c4cb9affb70ad,36,19,5,3885,0,0,0,0,46,15
66eeeacbd9b0676cac5655cd976588dad37bcbd7,36,19,5,3905,0,0,0,0,21,1
af1d7c5f511e5b94ead124c442d7bc6028e3717e,36,19,5,3905,0,0,0,0,0,0
5f7c7e4500aad970a425baae272cfdc335eb12fd,36,19,5,3907,0,0,0,0,5,3
0b19c2b97d0c478c574a7982a366cc797e147d8c,35,19,5,3932,0,1,0,0,60,35
c2941fbe456a469cdd3f18743108f350969286a1,35,19,5,3904,0,0,0,0,100,128
991474ace30093cb3c470b6c323d9d587ff916c8,35,19,5,3908,0,0,0,0,7,3
9f8801f218694d27fab6cf335f5149835020d867,35,19,5,3920,0,0,0,0,22,10
bb53160c84ff99c6511c1c55bd33650e3c6d1af2,35,19,5,3934,0,0,0,0,16,2
8257cdc38f3f8ad31321720f3beb673d3fbb3cac,35,19,5,3934,0,0,0,0,1,1
ce2eace1d13a9351e960eb2ccd99c1f86bbd848c,35,19,5,3941,0,0,0,0,12,5
92f5e938aaf87ed5a4794c5e854aa899608798e4,35,19,5,3941,0,0,0,0,1,1
edefb0583284349c8cefb9724238e8d6e5e84c6b,35,19,5,3957,0,0,0,0,34,18
58faf79a1e220c45996943a2d71585e13a87ad53,35,19,5,3957,0,0,0,0,0,0
1b4d4838a8a2f3a797114af0f92f84a333abe749,35,19,5,3957,0,0,0,0,0,0
8c75aa4bdf83e2a22e3a7afe5d216928895e555a,35,19,5,4046,0,0,0,0,143,54
3347b0b11b5371112c4dc194a1ebc24fcf5b24f1,35,19,5,4046,0,0,0,0,4,4
8e534d779c0d6b7f8a8b186e77b1e34af322a011,35,19,5,4064,0,0,0,0,65,47
96dc152630e7b9d5c7a94130936a8ef3905e8209,35,19,5,4102,0,0,0,0,82,44
50fc2d85eab1cb35ca8cf67ac49e97528d2afcf7,35,19,5,4102,0,0,0,0,1,1
80393339a94855f0e430176cc09ecb997b9b7f4b,35,19,5,4102,0,0,0,0,0,0
713f6158410338e223d22d5c34c240aec8cc92ea,35,19,5,4102,0,0,0,0,1,1
c893d90768841beb4ef4d2236cfbdf7b018e0d78,35,19,5,4102,0,0,0,0,0,0
0346a4a19f4cbd7274b1a0bfe12eb54ea71c2319,35,19,5,4102,0,0,0,0,12,12
17bb11d60708722d7eed04abfd5d7b55b098fad1,35,19,5,4102,0,0,0,0,0,0
77d1aa1534186501b436b0db867471a4f669cd36,35,19,5,4102,0,0,0,0,0,0
93e3dac19813652e5ecc2c56383ae484420e91cb,35,19,5,4085,0,0,0,0,0,17
4b3d9168890dca90335f2419830139230905ce28,35,19,5,4085,0,0,0,0,1,1
02cbd9c2f527ab1dce28dd3f155650f233c28519,36,19,5,4085,1,0,0,0,0,0
1167fed5549a4dd95c5144d95027791589df9917,36,19,5,4085,0,0,0,0,0,0
166a8203b9023db13b28c85daf2f81149a6e384f,36,19,5,4087,0,0,0,0,10,8
02434996015c1d132709798653b16b29575148c3,36,19,5,4088,0,0,0,0,14,13
2d45eca654c805a910bf614bb71b94857ce93778,36,19,5,4093,0,0,0,0,9,4
bc9d113552bce450f80af2b1307f04c13be4f3a3,36,19,5,4093,0,0,0,0,0,0
996f47d51b820552a742a5e5fd4c3893c5a99454,36,19,5,4093,0,0,0,0,0,0
8957af6619918469f8371a99fac51e2cafa5d1ca,36,19,5,4121,0,0,0,0,28,0
bde013b1dab4eaabb24f5bd9e5e5d3722911261d,36,19,5,4144,0,0,0,0,25,2
929a4fdacfaebb844d447ba0b26afc433b400d14,36,19,5,4137,0,0,0,0,6,13
57b93b5ecdc49e9a765677805ff62630e3e3393e,36,19,5,4138,0,0,0,0,7,6
38af5762289b2ef264ea594dbedbb39fba771ad5,36,19,5,4137,0,0,0,0,0,1
2b29fe601de1cfca7b53e0c84e19f4795ba74cda,36,19,5,4157,0,0,0,0,23,3
83b1d5fc03cc01f3dc5560b0a1c241fa3b672658,36,19,5,4173,0,0,0,0,23,7
09df87da2af3d61c2d31bda71104d0dc4a8da3e6,36,19,5,4403,0,0,0,0,233,3
a65e34751843141527b0af76f8133be7e92fa043,36,19,5,4402,0,0,0,0,11,12
5bd6aa794df748aad0082b28dbdcdf8c19dca38a,39,21,5,4442,3,0,2,0,46,6
86292e571a77d42daebad80edab0001710c11ef5,39,21,5,4443,0,0,0,0,3,2
bbf08db39931fd6cdff5f8ab42e54148f8b4faa4,39,21,5,4573,0,0,0,0,156,26
64f5432386aa9d15e7400a181e6d61e75908b11d,39,21,5,4573,0,0,0,0,0,0
aabd6a1c5c0ea18c123baf7210b0db1478a53b4f,40,22,5,4687,1,0,1,0,120,6
9f83bcef8a93209b0acec606f8398836daa9c2fe,41,22,5,4687,1,0,0,0,0,0
0c7dcf8dea7a690f86b8ac87c83548d2e58172c8,41,22,5,4687,0,0,0,0,0,0
5faf18bd92ea2517c5e86d206597fcf5086fbbb4,41,22,5,4687,0,0,0,0,0,0
0ab9b7d3a66e05c6231509cd9cf144fed4ceaf94,41,22,5,4687,0,0,0,0,0,0
af227810808b3a185a242f19a9fd216363964692,41,22,5,4687,0,0,0,0,0,0
56e8efb2171bacd71bf4e137394f08ef9382c70b,41,22,5,4687,0,0,0,0,0,0
95efb20fae9a56022bde6c7ce8e6f74ba3b9e301,41,22,5,4687,0,0,0,0,2,2
9e8a3680677b0ec4be39dbf824da8c64885c88c7,41,22,5,4687,0,0,0,0,0,0
